sentence,label
tôi vô mấy đứa bình_luận mắc_cười lũ phân_biệt vùng miền rồi tôi đi không táp,khác
ghét kiểu phân_biệt miền vl hồ đồng_bào,ủng hộ
tym việt_nam,khác
gà mẹ hoài_đá,ủng hộ
chó parky namkiki,phân biệt
rau_má phát đường tàu parky ki_bo,phân biệt
ghét bọn southern,phân biệt
kệ đi thời_gian tụi chán khắc báo đăng thất_vọng hệ tụi hứng_thú tụi,khác
tội_nghiệp mấy spam parky namkiki mẹ mấy cận huyết mấy sinh_bình bao,khác
tôi miền nam thik người bắc giọng ấm cực,ủng hộ
không lọc bình_luận đi vid vđe bno lấn mõm mạng bno sợ,khác
gà mẹ hoài_đá,ủng hộ
bắc trung nam miền tây bến_tre chồng bắc cưng chìu thương vợ chăm oshin,ủng hộ
miền nam chào parky kia nhá,phân biệt
chẳng mấy paky người ta tiêu_cực kêu tui namky chẳng,phân biệt
quý người bắc tài_năng chăm bắc,khác
tui miền nam ủng_hộ kia,khác
cali,phân biệt
đọc coment toàn mấy bé cali không đất,phân biệt
parky cá dồ,phân biệt
tui miền trung tui miền thương vấn_đề xấu cá_nhân,ủng hộ
cháu gốc_gác buồn chả thèm,khác
thằng phản_động,khác
thik miền bắc miền nam cãi anh_em ta dân tốc đoàn_kết phân_biệt miền hồ_chí_minh muôn,ủng hộ
việt_nam mảnh đất chữ phân_biệt miền vô_nghĩa,ủng hộ
miền bắc chào,ủng hộ
mấy thằng trẻ bình_luận parky không nghĩa,khác
namky cay,phân biệt
đọc bình_luận thành tỏ vô_học,khác
đẹp lạ_lùng may ghê học,khác
namki khóc tổ_tiên cali nc mẽo bắc trung đuổi cali cạo móng,phân biệt
không miền bắc_bình luận đấy,ủng hộ
parky đô_hộ namky,phân biệt
miền trung chào nam bắc,ủng hộ
mấy đứa parky giải parky không phân_biệt doanh_nghiệp tuyển hoá,khác
cali gì,phân biệt
mày biết gì kệ mày không chấp biết,khác
đặc_khu_kinh_tế lòi câu kỳ_thị dân bắc,khác
nam bắc không anh_em bắc miền nam không nam,ủng hộ
miền nam chào miền bắc,khác
parky cay,phân biệt
gia_lai gọi tây_nguyên kì,khác
parky namky ta cải ta,ủng hộ
chỗ toàn bắc ngt cảm_giác cực_kỳ công cư sử cá nhâ hề phân_biệt miền,khác
parky ám bắc sống bẩn,phân biệt
không lm clip tiktok thức đi,khác
đoàn_kết đại_đoàn_kết,khác
miền chả cv cơm lá cờ miền chán ghê,ủng hộ
đơn_giản hồ dân nghệ_an parky,phân biệt
kiến kìa cá_rô,khác
parky,phân biệt
không miền nam parky cưỡi trâu,phân biệt
không miền bắc bọn mày bay bọn mẽo đô_hộ,phân biệt
parky giải parky,phân biệt
tiếng mấy bữa lướt bình_luận chia_rẽ đoàn_kết,ủng hộ
tao đông kì nè,khác
lũ phân_biệt vùng miền thua mạng kêu_gào không dám đường cay kìa,khác
bọn trung_quốc thằng sủa câu trung_quốc chia_rẽ tình anh_em nam bắc,ủng hộ
tao tức tụi phân_biệt tao game bắc trung nam tôi hoà_đồng thương,ủng hộ
parky giáo_huấn,phân biệt
bắc trung nam,ủng hộ
oce ke nam kiki,phân biệt
đại thành_công đại party,phân biệt
lai phân_biệt việt_nam hoà_đồng được,ủng hộ
tổng_bí_thư miền bắc trọng said không phân_biệt miền ak pảky pảky,phân biệt
miền nam không sánh miền miền ta đất chiến_tranh biết_bao_nhiêu xương_máu công_suất dũng_cảm,ủng hộ
parky,phân biệt
parky sống cx,phân biệt
cali akay thiệm akay,phân biệt
đọc chán,khác
bắc gọi,khác
parky chào namky,phân biệt
chuẩn,khác
không mấy parky rồi namkiki pb vậy,khác
parky nen đì ngược trung_quốc tổ_tiên,phân biệt
nam bắc lực thể chia_cắt,ủng hộ
nam tiếng spam parky tiếng gâu gâu tphcm sr anh_em miền bắc,khác
không parky,phân biệt
bắc trung nam đồng_bào rồng cháu tiên bảo_vệ tổ_quốc,ủng hộ
paky đoàn quân đánh bọn phản_quốc cởi quần_áo giày_dép đu máy_bay chạy,phân biệt
namky chào máy anh_em parky,phân biệt
nam bắc,ủng hộ
parky cốn lài,phân biệt
bắc trung nam dân_tộc đoàn_kết thành_công việt_nam muôn,ủng hộ
parky tôi sống yên_nghỉ,khác
miền bắc đau trời,khác
tôi hào hoá quê tôi,khác
tui nè miền bắc dth lắm,ủng hộ
miền nam hội hầu miền bắc giúp_đỡ miền nam đứng giúp,ủng hộ
thằng củ quy_chụp hả,phân biệt
namky chào parky,phân biệt
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi,ủng hộ
toàn người bắc tiếng bọn tôi nam nhắn mắt ngơ kiểu đồng quan,phân biệt
tao không biết parky gì tao biết công_lao cực_kỳ vĩ_đại hồ_chí_minh muôn,khác
namki,phân biệt
tất việt phân_biệt,ủng hộ
,khác
bắc_nam,ủng hộ
kêu bắc kỳ lồng_lộn chê nghèo_khổ trend khoe trần gỗ toàn mấy đứa bình_luận kiểu tụi nam kỳ thèm lắm,phân biệt
đất xíu dân chục triệu lẻ trung_quốc ấn_độ chia_rẽ_phận biệt đòi bảo_vệ đất,ủng hộ
eo lũ gạch táp kìa cay lắm,phân biệt
bắc tôn_trọng trung nam,khác
phận biệt chia_rẽ dân_tộc_thể chấp,ủng hộ
miền nam chào đồng_bào miền trung miền bắc,ủng hộ
hoá,khác
yêu tổ_quốc yêu đồng_bào,ủng hộ
kiểm_duyệt tốp tốp không dẹp đi,khác
parky cay,phân biệt
thằng chủ_nghĩa nguỵ vững lập_trường củ đi kì_thị xấu_hổ,khác
ta gì chửi_rủa cắn đoàn_kết tiến,ủng hộ
hồ dạy yêu tổ_quốc yêu đồng_bào bọn mày dùm,ủng hộ
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi hồ_chí_minh,ủng hộ
học_hành qtrong lắm,khác
không sợ giặc sợ giặc,khác
bắc bth,khác
tui miền nam đà_lạt học toàn bắc bắt_nạt nè không đi,phân biệt
thể mấy trẻ học lịch_sử việt_nam miền nam bắc anh_em,ủng hộ
đợt trc cx người vậy định cãi tịnh gì cx anh_em hàng ráng nhịn,khác
bắc tụi đói nhăn chạy vô miền nam không,khác
chán mấy đứa mãi không,khác
ghét bọn southern,phân biệt
phân_biệt chán trẻ,ủng hộ
bắc_nam mày tư chút hộ,ủng hộ
mik monkey,khác
mjnh người rảnh sân_si ghê mạng toàn dân khịa mjnh người gi,khác
parky cắn không vậy miền nam,phân biệt
parky and nike,phân biệt
anh_em việt_nam,ủng hộ
phổ_biến không mấy bố xu_hướng đm mấy bố im coi gì thèm,khác
dân ta máu đỏ da vàng_lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,ủng hộ
phân_biệt miền phản_quốc yêu tổ_quốc yêu đồng_bào,ủng hộ
truoc thang ho chua cu op mien bac nguoi mien bắc giàu,phân biệt
cúi vtv,khác
dog parky,khác
tri_thức phân_tích,khác
parky cay,phân biệt
tuyệt_vời,khác
khuyên không chửi miệng sinh_vật,khác
mày cay việt_nam không cay,khác
bắc_nam,ủng hộ
narky,phân biệt
namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối,phân biệt
bắc trung nam anh_em,ủng hộ
toàn bọn vô văn_hoá phân_biệt,khác
bắc_trung,ủng hộ
tôi miền trung tôi tiếng bắc,khác
tôi người bắc cảm bất_lực,khác
paky,phân biệt
parky giải,phân biệt
tôi,khác
lịch_sử hai miền bắc_nam không,khác
tao tây kỳ,khác
parky namky trungky việt_nam,phân biệt
gen sinh_vật,khác
trung nam bắc la nha,ủng hộ
vậy githich hộ với,khác
phân_biệt cháu hồ miền nam toàn bắc,ủng hộ
tụi gọi người nam key,phân biệt
parky ghét parky pháp đạo chúa đi ghét bắc sống nam,phân biệt
mặc em học sớn nhg em cũg không qtam mấy sinh_vật kia năng kệ,khác
miền nam tổ_tiên miền bắc khai_hoang bày phân_biệt vùng miền hài,khác
giáo_dục ht thối được đấy,khác
đứa parky ib tôi giảng đứa,khác
coi văn_hoá sống dân pake,phân biệt
tôi party,phân biệt
không miền bắc_bình luận đấy,ủng hộ
het cur,khác
xấu phân_biệt miền chủ_yếu bọn phản_động âm_mưu chia_rẽ đoàn_kết dân_tộc tỉnh_táo,ủng hộ
parky cay,phân biệt
miền nam nhìu bắc không mấy chửi phân_biệt miền,khác
ta yêu thuong,ủng hộ
parky tiếng,phân biệt
cali kiki,phân biệt
haiz học đất nguyễn_khoa điềm,khác
mấy parky mặt,khác
chiến_tranh mạng đấy đơn_giản bọn đứng tiền biến thành mâu_thuẫn xã_hội suy_yếu đất,khác
nhóc mày thơ_văn lí_luận packy,phân biệt
mấy namkiki soạn,phân biệt
bắc_nam,ủng hộ
cảm_ơn vtv,khác
hoá đỉnh chạy dép,khác
parky cốn lài,phân biệt
nam bắc,ủng hộ
bắc trung nam đừng phân_biệt vùng miền,ủng hộ
写真,ủng hộ
mặc đặc,khác
bắc_nam,ủng hộ
phân_biệt miền parky,phân biệt
bao_nhiêu nhã_nhặn nam bắc,ủng hộ
cali,phân biệt
không cãi được không phân_biệt vùng miền bình_luận,khác
bình_luận,khác
parky cay,phân biệt
tht tui bảo cali cali gì tôi không nx ns,phân biệt
việt_nam dân_tộc việt_nam núi thể mòn sông thể cạn song chân_lý bao thay_đổi,ủng hộ
tôi miền nam người miền bắc,khác
hoà người hoá hào người parky hào người việt_nam,khác
núng nà cali,phân biệt
miền tây nghèo cười thành_phố hồ_chí_minh dịch được gọi parky quy_chụp hài,phân biệt
xấu xấu,khác
anh_em ta mai dinh,ủng hộ
realy realy god wow,khác
mấy calicon khát hề,phân biệt
nam_trung bắc,ủng hộ
miền nam tiếc bình_luận tiêu_cực vầy thành lỗi miền bắc_nam bắc,ủng hộ
parkycho,phân biệt
miền bắc miền trung miền nam việt_nam phân_biệt miền,ủng hộ
,khác
nêu lắm,khác
ghét phân_biệt vùng miền,khác
miền nam chào,khác
parky trungki namki anh_em god ending chào miền bắc miền trung nha,ủng hộ
qarki xô,khác
parky,phân biệt
việt_nam tụi phân_biệt vùng miền bọn phân_biệt vùng miền xứng gọi việt_nam,khác
mấy bạn học haiz yêu yêu đất câu chia phái,khác
toàn bọn chống_phá núp lùm dám mặt,khác
tôi miền bắc đọc bình_luận biết bất_lực,khác
may bình_luận không tôi,khác
cờ ay cay,phân biệt
parky,phân biệt
phân_biệt miền máu đỏ da vàng buồn,ủng hộ
bắc xấu xấu nam sống sương máu miền nam bắc xưa độc_lập,ủng hộ
bọn cali parky parky,phân biệt
cali khóc rời đi trg nhục_nhã,phân biệt
parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,khác
tây nội_địa pịa cali mày cố chia_rẽ cố nịnh bố mẽo mày đi đuổi thành lũ vô_gia_cư,phân biệt
nam_trung bắc dải đất chữ dân_tộc việt cháu vua hùng đừng tổn_thương,ủng hộ
parky cay,phân biệt
parky công_viên,phân biệt
parky cay cay,phân biệt
bình_luận phân_biệt miền,khác
lý ghét nhiên phân_biệt vùng miền,phân biệt
ta quen miệng nam ưa bắc hơi giọng tí,khác
tất việt phân_biệt,ủng hộ
parky,phân biệt
miền nam miền bắc việt_nam,ủng hộ
namki chào,phân biệt
narky,phân biệt
yêu tổ_quốc yêu đồng_bào,khác
định báo công_an kh,khác
nam bắc,ủng hộ
chủi bọn dân lưu_vong thất_bại cay chui_rúc đất việt_nam,phân biệt
parkour,phân biệt
tao mệt parky,phân biệt
bắc trung nam,ủng hộ
đoàn_kết hẻo,khác
party thui anh_em,phân biệt
cali rồi dám suar,phân biệt
parky,phân biệt
yêu tổ_quốc yêu đồng_bào,ủng hộ
nam quốc sơn_hà nam đế cư tuyệt_nhiên định phận thiên thư hà nghịch lỗ lai xâm_phạm nhữ đẳng hành khan thủ bại hư,ủng hộ
toi parky nho,phân biệt
hồ cứu nam bắc trung bâyh toàn chia_rẽ phân_biệt,ủng hộ
gọi namkiki,phân biệt
backy ưa dân nam hoá quỳ lạy,phân biệt
tan_nát hệ,khác
bắc_nam,ủng hộ
đường namky khởi_nghĩa không đường parky khởi_nghĩa parky tụi miền bắc tụi ớn lắm,phân biệt
cố_tình bình_luận lướt tranh_luận không hồi kết kẽ không lí_lẽ,khác
mảnh đất hình chữ máu đổ hôm phân_biệt bắc_nam không,ủng hộ
bắc_nam,ủng hộ
bố_thí bọn phản_quốc nè,khác
yêu tổ_quốc yêu đồng_bào,ủng hộ
hào việt_nam cháu hồ,ủng hộ
wo men fen sầu,khác
tui miền miền nam miền trung parky,phân biệt
ghét bọn southern,phân biệt
mấy thằng ngầu tôi xong thk parky cay,khác
video xong kiểu xả stres đỡ ức_chế,khác
lũ parky tao bố tụi bay đeo bao su,khác
parky đi báo,phân biệt
kchuẩn nhuôn,khác
cali không culi nhá tội fan barca,phân biệt
parky kiu parky giờ kiu giờ kiu giận khăn vá,phân biệt
mục_đích bọn cay kệ đi tốn bọt bọn thằng,khác
bắc trung nam,ủng hộ
hoá với nghệ_an,khác
dan tộc việt_nam tui đi hải_phòng đăk lăk xém chết tui miền tây,khác
đọc bình_luận học_quan trọng,khác
bắc_nam cội cành ruột_thịt đấu_tranh_thống thành_công bắc_nam ta vui,ủng hộ
mấy cmy parky toàn mấy nhok avt alimu khéo cno đất bắc kbt,khác
tôi gốc bắc tôi gốc nam tôi tôi parky parky,phân biệt
không parky tụ tôi gớp sức giải_phóng gì mày đời rồi tư thua nít,phân biệt
cali,phân biệt
kì_cục thiệt phân_biệt không,ủng hộ
kêu người ta nam kỳ không người ta kêu giận chữi trời,phân biệt
namkiki hả miền nam,khác
việt phân_biệt lẫn nhồi trung_quốc hại nhật ghét mik hàn phân_biệt mik,khác
toàn bọn nít,khác
parky không ma keu namky thi không,khác
parky,phân biệt
curl kg đổi,khác
miền trung đà_nẵng bình_thuận dể thương thanh nghệ tình ối dời ôi paky ớn,phân biệt
parky,phân biệt
bữa valorant tôi bắn kì vậy chửi tôi namki đầu tôi không đụng_chạm gì miền,khác
cali kiki,phân biệt
paky,phân biệt
bắc trung nam mãi_mãi,ủng hộ
bắc trung nam việt_nam,ủng hộ
parky namki trungki ta đừng phân_biệt miền,ủng hộ
bực lắm kiểu đoàn_kết dân_tộc,khác
parky im,phân biệt
parky tiếng,phân biệt
sinh_vật,phân biệt
thua ta việt_nam,ủng hộ
chaos xog cay,khác
parky,phân biệt
parky bơ không tim chửi cx đừng namky khịa,khác
nam bắc,ủng hộ
lạy_vũ,khác
tôi miền nam thik người bắc giọng ấm cực,ủng hộ
dân_tộc ta đoàn_kết sợ chia rẻ nam với bắc bao hoà_hợp,phân biệt
tao thùng xốp parky,phân biệt
parky cầu_hoà,phân biệt
ràng,khác
parky,phân biệt
bắc trung nam toàn lạ tất anh_em cột trèo hch,ủng hộ
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi chủ_tịch hồ_chí_minh,ủng hộ
dog parky,khác
bình oxy,phân biệt
bình_luận,khác
miền nam chào khắp đất nhá,ủng hộ
sinh_vật,phân biệt
bắc trung nam,ủng hộ
tui nè miền bắc dth lắm,ủng hộ
bọn đấy giảng thui công việt_nam,khác
người việt_nam sao phân_biệt nhit,khác
trò_đùa tệ,khác
mê gọi sinh_vật,phân biệt
tôi bắcky nè,khác
anh_em việt_nam,ủng hộ
phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,khác
bắc trung nam việt_nam,ủng hộ
